기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""저희 같은 연구망을 꽤 오랫동안 했고요. 그런 예산은 복원되지 않았습니다. 전혀.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""그런 거에 대해서는 굉장히 투자가 저희 입장에서 보면 예산은 신규 사업으로 늘어난 건 늘어난 건데 기존 미션에 대해서는 늘어나지 않았습니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""그러니까 굉장히 중요한 과제인데 그런 비용이나 그런 인력 없이 온전히 기존에 가지고 있는 커넥션이나 네트워킹으로 지금 일을 해야 되는 상황들이 있죠.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""왜냐하면 저희한테 요청을 주는 건 국제협력 담당관 쪽인데 글로벌 R&D 라는 키워드로 오실 때는 또 제도 쪽에서 오시더라고요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""NTIS 가 가지고 있는 굉장히 큰 포텐셜이 있는데 근데 결과물 위주의 성과가 아마 NTIS는 많이 있는 걸로 알고 있습니다. 근데 이거는 과정에 대한 성과를 녹일 수 있는 시스템은 굉장히 어려운 것 같아요. 그러니까 협력에 대한 과정들이나 이런 것들을 담기는 굉장히 어려운 것 같거든요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""사실 현장의 어려움은 인력이 제대로 받기 힘듭니다. 저희 내부에서도 국제 협력하는 사람이 사실은 저 외에는 별로 없거든요. 저는 추가하고 싶어도 추가적으로 인력 받기가 너무 힘듭니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""해외에서는 만약에 그런 데 자리가 오면 보통 팀 단위가 와요. 저희는 현업에 있는 저희가 실무하는 한 사람이 와서 해야 되는 반면에요. 그런 어려움이 있습니다. 우리 사회가 언제까지 한 두 사람이 열정페이를 할 수 있는 상황은 더 이상 아닌 것 같거든요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"(질문) ""KISTI 도 법률가나 아니면은 좀 미국에서 JD를 했다든지 기술 사업화 관련된 거라든지 이런 쪽에 서포트하시는 인력이 많지는 않으시죠? 인하우스로 있으세요?"" (답변) ""인하우스는 아니고요, 로펌에서 계약 진행해서 저희 전담하는 곳이 몇 곳에 있어요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""사실은 이제 그래서 기존에 협력하는 것들에서 예산을 투입하는 게 훨씬 더 효과적이고 거기에 대한 수준이 우리가 그 나라하고 굉장히 더 적은 수준에서 협력하는 것들이 있는데 그런 데에 대한 예산이나 지원은 쉽지 않죠.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""사실은 그 10년 후에 우리나라의 포지션과 우리나라가 가져야 될 그림을 보고 투자를 해야 되는데 지금 우리나라의 R&D 도 그렇고 산업계도 그렇고 굉장히 시계가 짧습니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""그러면 기초 과학이 이런 걸 하기 위한 환경을 뭘 해줘야 되냐? 얘기는 계속 하는데 그분들이 필요한 인프라나, 서비스나, 연구하기 위한 환경이 뭐가 필요하냐.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""우리 사회가 언제까지 한 두 사람이 열정페이를 할 수 있는 상황은 더 이상 아닌 것 같거든요. 그러니까 점점 더 세분화되고 점점 더 그 사람한테 더 투자를 많이 해줘야 되는데 그런 거에 좀 개념이 해외에 비해서 많이 부족하다고 생각합니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""기존에 했던 그 컬래버레이션은 사실은 온전히 우리 국가를 대표해서, 그쪽 국가를 대표해서 하는 온전한 협력이거든요. 그곳도 우리를 필요하고 우리도 그곳을 필요하니까 대등 관계에서 보통 하거든요. 그런 과제들에 대한 협력에 대한 프로그램은 별로 없어요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""...실제 우리나라에 있는 연구자가 그 나라 연구자들과 제대로 하려고 그러면 사실은 그 백그라운드를 조금 알지 못하면 제대로 지원이 좀 안 돼요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"""사실 저희 연구망에서는 그것 때문에 예전에 기획했던 게 글로벌 레지스트리 같은 걸 만들려고 했습니다. 그러니까 어떤 분야에 어떤 프로젝트와 어떤 협력이 이루어지고 있다는 데이터베이스를 만들려고도 예전에 한 번 시도한 적이 있고 기획안이 나오지는 않았습니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"""그거를 좀 방지하려고 그러면 기존의 네트워킹에 대한 것들이 좀 모여서 제대로 된 그것들이 좀 있으면 도움이 많이 될 것 같다는 생각이 들더래요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,KREONET의 기술적 현황 및 규모,"""저희가 한 1테라 정도 운영을 했었는데... 국내 양을 다 모으면 한 6테라 정도가 되고요."" ""이제 국제는 저희가 대전에서 홍콩 싱가포르 그 다음에 시애틀, 시카고, 이렇게 해서 글로벌하게 100 기가로 되어 있어요.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,KREONET의 기술적 현황 및 규모,"""저희 이 망이 그러면 다른 통신사에 있는, 그러니까 국민들이 쓰는 트래픽하고 섞여 있냐 하면 그렇지 않고, 저희만을 위한 것이 전국적으로 그리고 이 국제 망도 저희만을 위한 망입니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,KREONET의 기술적 현황 및 규모,"""그 해저 케이블 같은 경우에는 하나 설치될 때 코어가 한 12코어 이상 광 케이블 설치가 되는데 그중에서 저희가 그 하나의 광 케이블에 저희가 람다라고 하는데요. 빛의 다리를 저희가 넣어서 레이저로 통신하거든요. 그 람다를 임대한 겁니다."" ",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,AI 데이터센터 입지 관련 논의,"""그러면 지금 이제 올해 초에 AI 컴퓨팅 센터 SPC 공모해서 정책금융 들어가고 한 거 있잖아요... 입지적으로 봤을 때는 예를 들자면 센터장님 보시기에는 어디가 가장 가능한가요?""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,AI 데이터센터 입지 관련 논의,"""그래서 사실은 네트워크 입장에서 보면 어디든지 현재는 괜찮다, 그리고 여기 뒤에 있으면 바로 추가적인 투자비가 없이 연동할 수도 있다. 만약 이 외에 사면 제가 추가적인 투자비가 더 들겠죠.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,KISTI의 저자됨(Authorship) 정책,"""그러면 그럼 KISTI 연구자들도 그런 걸로 해서 대표성을 가지고 누군가가 이렇게 들어가게 되나요?""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,KISTI의 저자됨(Authorship) 정책,"""실제 그 연구에 R&D에 개입해서 실제 공동 R&D를 하게 되면 author 으로 들어가는 경우가 있습니다. 그런데 인프라를 이용하고 활용하는 측면은 저희는 acknowledgement 로 들어갑니다."" ""단순히 자원을 쓰게끔 하기 때문에 들어가는 경우에는 거의 없다고 볼 수 있습니다. 저희가 또 그런 기준을 저희는 넣지는 않습니다.""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,한인 과학자 네트워크(KOSEN) 관련 논의,"""그럼 혹시 KOSEN 이라고 글로벌 한인과학기술자네트워크 이것도 자료가 있던데 어떤 부서에서 혹시 어떤 내용으로 하는지 알 수 있을까요?""",,,,,,,,,,,,,,,,,,,,,,
KISTI,기타,한인 과학자 네트워크(KOSEN) 관련 논의,"""그것도 아마 수탁 사업으로 진행이 된 거여서 해외에 있는 한인 과학자분들 정보 수집해서 그거를 활용한 플랫폼을 만드는 사업이었는데 아마 수탁 사업이 이제 중단되면서 그것도 중단된 걸로 제가 알고는 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""우리나라에서 우리끼리 생각하는 게 이런 건데 거기에 있는 애들이 또 아이디어나 인사이트를 줘서 되고 그리고 좋은 룸을 쓰고 또 그런 데하고 이제 오서십이 들어가거나 기관이 들어가면 페이퍼를 쓸 때도 더 임팩트가 있는 우리는 물론 요즘에 mdpi도 많이 쓰고 그러지만 어쨌든 하이 스코어 이런 데다 낼려면 아직도 한국에서 내면은 그냥 이렇게 하는 데도 있는데 아무래도 유럽의 애들은 이제 그런 메이저급 사이언스 메이저 이런 데 내는 사람들도 많고 그런 게 있다 보니까 같이 좀 기회가 좀 열릴 수가 있죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,"""차이 있죠. 그러니까 이제 이제 선진국 같은 경우는 조금 약간 첨단 기술을 같이 좀 개발하는 그런 콘셉트가 조금 어떤 그런 우리가 지금 얘기했듯이 이런 이렇게 개발된 기술이 어떤 그런 사회적으로 문화적으로 어떻게 영향을 끼치다 이런 이런 이런 콘셉트의 어떤 그런 과제가 진행이 된다면""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,자원 확보 및 접근성,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,"""그리고 똑같은 테마로 여러 나라의 홍수 문제 어느 나라 다 있잖아요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,국제 표준 선도 및 규범 형성,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,"""근데 이제 중소기업들이 좀 막막하니까 연구원이 해외 네트워크나 뭐 이렇게 ODA 사업을 통해서든 현지 수원국에가 갖고 있는 어떤 네트워크를 이용해서 좀 길을 터주고 그 사람들이 비즈니스를 할 수 있어 사실은 쉽지는 않지만 좀 비즈니스 일 수 있도록 같이 좀 진출을 해 주고 테마를 그쪽의 어떤 행사 이렇게 좀 전시나 또는 그런 행사 또는 하여튼 그런 약간 아주 이렇게 구체적인 연구를 하는 건 아니지만 그런 행사 또는 그 사람들이 만든 중소기업이 만든 어떤 제품이나 기술을 조금 테스트할 수 있는 그런 여건을 좀 연결해 주고 그런 거를 하는 그런 과제들도 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""그리고 또 좀 레벨이 있는 기관이었어요. 그러니까 사실은 그냥 예를 들면 우리가 잘 모르는 대학교 하고 한다 이런 게 아니고 그래도 호주 연방과학원 호주의 대표적인 KIST 같은 거니까. 우리도, 델타레스도 그렇고. 전 세계에서 물 분야, 델타레스 하면 누구나 다 아는. 그런 기관과 이제 파트너로 하다 보니 그런 게 기본적으로는 좀 먹어줬고 이제 그렇게 된 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,"""좋은 학생들을 유치하는데 리크로팅 일을 하라든지 아니면 그쪽에다 홍보해서 외국 사람들이 그걸 모르니까 이렇게 좀 저변을 해 주라든지 그런 다양한 목적으로 가서 일을 하라고 하는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,공동 연구,"""출연금이나 적립금이라고, 이제 잉여금이 나오면 그걸 가지고 국제 매칭 연구 사업이라고 보통 한 1억 정도 되는 그거를 보통 1년에 한 6개 내지 7개는 내부적으로 (드립니다)""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,공동 연구,"""그래도 일단은 이게 아무런 네트워크 없이 하기는 좀 쉽지 않아서 개인이 알고 있는 어떤 그런 네트워크를 활용을 해서 해외 기관에 계신 분하고 이제 서로 좀 이렇게 컨센서스를 해서 우리가 이러면 1억을 매칭할 테니까 그쪽도 1억을 매칭해서 같이 공동 연구를 합시다 이런 개념으로 지금 진행이 되고 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,공동 연구,"""지금 주요 사업하는 것 중에 기본 사업 중에서 도심 홍수 과제를 거기에는 공동연구를 또하라고 그러니까. 위탁으로, 노스 플로리대 어떤 한국인 교수님한테 2천만원. 한상균 박사님은 또 교토대랑 거기도 또 3천만원 그다음에 미주리대에 한국도.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""근데 저희가 출연료 중에서 특히 ODA 사업, 국제 개발 협력 사업이라고 개도국을 좀 이렇게 돕는 그런 사업 쪽으로 많이 하는데 그게 이제 저희 글로벌 사업실 기본적인 주 임무이다 보니 이쪽에 있는 내용과는 조금 거리는 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""보기에는 사실은 어떻게 보면 이제 시설 중심의 사업을 많이 하잖아요. 거기 가서 만들어 (...) 인프라 같은 (...) 구축해 주고 그다음에 교육시켜""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,ODA (공적개발원조),"""SOC는 일단 없는 나라에서 우리 70년대 80년대 하시듯이 이게 이렇게 개발에 들어가는 거기 때문에 건설이 사실은 할 일이 굉장히 많죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,"""저 같은 경우는 이제 저희는 이제 안동의 하천 실험센터라고 세계서 거의 한 두개 밖에 없는 시설이 있어요. (...) 지금 이제 9월달에 또 실험을 같이 하거든요. 알토대학 와서 (...) 예 안동 실험실에서 같이 자기들 돈으로 와서 같이 하고 인프라가 좋으니까""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,"""왜냐하면 저희 이번에 45억짜리 큰 진공 체임버가 있어서 달 환경을 모사하는 실험을 할 수가 있는데 그걸 이제 나사하고 19년도에 막 해서 이제 하려고 한 찰나에 이제 코로나가 터져갖고 떨어졌는데""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,인력 교류,"""그리고 또 한 가지는 이제 우리가 해외에 파견을 몇 군데를 하거든요. 그 키스트에 KISST 유럽 거기 한 군데 하고 그다음에 지금 일본 교토 대학교에 하나, 그리고 이제 미국에는 이제 노스캐롤라이나하고 지금 정해진 그렇게 한 세 군데 정도 미국 유럽 일본 이렇게 해서 그런 사람들을 파견하고 서포트하고 이렇게 하는 일들 그런 일들을 좀 주로 하고 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,인력 교류,"""10년 프로그램 따로 있고 이거는 그냥 너무 많아서 1년 필요하면 1년 플러스 1년까지 월급 다 주고 파견 수당 주고""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""이제 거기가 처음에 저희가 예전 이제 원단위 때 각 이제 그 부서마다 한 외국에 있는 이 이 좀 이렇게 선진 기관과 MOU를 맺으라고 그래서 맨땅에 헤딩하듯이 그런 MOU를 맺었는데 MOU를 맺고 과제를 이제 우연히 이제 같이 했죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,MOU 및 기관 간 파트너십,"""좋아 보이고 그래서 그게 결국은 또 NAT하고 또 시사이버러하고 MOU를 맺었고 지금도 계속 이 NAT에서 시사회하고 협업할 수 있는 어떤 그런 과제들이 계속 나오고 있고 그다음에 그 후속 절차가 계속 진행이 되고 있어서 굉장히 좋은""",,,,,,,,,,,,,,,,,,,,,,
KICT,2. 국제협력의 유형 및 방식,기술이전 및 라이선싱,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""그러니까 어떻게 보면 저희가 이제 현장 중심의 연구를 많이 하다 보니까 이 많은 제품 실증 단위의 이런 것들을 많이 했거든요. 이제 그런 쪽에 경험이 많다 보니까 이게 어떻게 보면 장점이기도 합니다. 그래서 그런 부분들을 필요로 해서 저희를 찾는 이제 내부 계약 그런 기관들이나 그런 부분도 있는데""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""네 최근 ODA가 다른 출연진보다 굉장히 좀 많이 열리겠네요. 어떤 기회가 확실히 SOC 그런 쪽 (...) SOC는 일단 없는 나라에서 우리 70년대 80년대 하시듯이 이게 이렇게 개발에 들어가는 거기 때문에 건설이 사실은 할 일이 굉장히 많죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,기관 임무 기반 협력,"""사실 이제 저희 연구원의 성격이 건설 토목 이쪽 분야다 보니까 사실 이제 12대 전략 기술하고는 좀 계속 공통 하는 어떤 그런 부분들이 있어요. 그러다 보니까 늘 좀 약간 소외감도 좀 느끼고 있고 위기감""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""아니면은 이제 작년, 재작년에 그런 국가 R&D를 따올 때 과기부에서 따올 때 그 당시에 이제 1-2년 전에 분위기가 그런 걸 내야 된다는 게 많았기 때문에 저희가 기관 연구 사업으로 과기부하고 NST에 돈을 딸 때 그것을 한다고 이렇게 했기 때문에, 하지 않았을까 생각을 합니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""그런 부분들이 약간 푸시가 있기 때문에, 정책적 백그라운드가 없이 그냥 자유롭게 해라 이렇게 해서 하는 것보다는 좀 이런 거(국제협력)를 좀 해야지 지금 왜냐하면 위에 있는 과기부나 이런 데서는 기조가 있잖아요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,정부 부처와의 관계,"""그러다가 이제 지난번 이제 지난 정권 때 이제 국가 R&D는 줄어들었는데 국제 협력을 하라고 하다 보니까 부랴부랴 각 부처별로 어떤 그런 R&D 이제 할 때 국제 협력 부분이 들어가 있으면 가점이 있다라는 형태로 하다 보니까 많은 연구진들이 이제 국제 협력은 조금 필수 개념으로 집어넣기 시작을 했죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""일단 제가 사실 저는 이제 글로벌 사업실을 맡고 있는데 조금 뭐 이것저것 다 합니다."" ""근데 저희가 출연료 중에서 특히 ODA 사업, 국제 개발 협력 사업이라고 개도국을 좀 이렇게 돕는 그런 사업 쪽으로 많이 하는데 그게 이제 저희 글로벌 사업실 기본적인 주 임무이다 보니""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""이제 원래 이런 과제별로 나오는 실적은, 과제를 관리하는 부서별로 실적 체크가 되는데요."" ""그러니까 저희가 성과를 좀 수집을 해서 뭐 하고 싶긴 하지만 그런 R&D들한테, 연구진들한테 니들이 R&D에 내놓은 거 다 우리한테 보고하라. 이건 너무 부서가 많고 귀찮게 하는 거라서""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,내부 추진 체계,"""내부 과제도 이제 저희가 한 거 말고 주요 사업을 주로 맡는 게 연구전략, 이제 연구전략 본부거든요. (...) 거기에 있는 과제 중에 국제 협력이 있는 과제가 소수가 있고 (...) 저희는 그 과제가 진행면 계약이나 이런 데 아까 말씀드린 그런 것 때문에 관여를 하니까 정보만 알고 성과는 모르는""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""사실 천문연 같은 경우는 너무 자연스럽게 국제협력 당연하고, 망원경도 좀 칠레에 있고 아니면 저기 핵융합 연구소 같은 경우도 워낙 큰 국제 프로젝트니까. ITER도 그래서 그게 어떻게 보면 그런 조금 그런 이론 물리나 어떤 입자물리 이런 데서 너무 당연하게 국제 협력이 일어나는데 저희가 또 보면 굉장히 사업화랑 가까운 영역에서는 말씀하신 대로 IP 문제로 좀 어려워하는 부분도 있는 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""어떻게 보면 또 권소현이 SOC 기반 그런 걸 많이 하니까 사실 그거는 어떤 특정 예를 들어서 에트리에서 하는 어떤 어떤 기업이나 갖는 기술이 아니라 되게 보편적인 거잖아요. 그래서 그런 면에서 또 국제 협력이 좀 자연스럽게 ODA도 그런 부분이 있지 않나""",,,,,,,,,,,,,,,,,,,,,,
KICT,3. 기관별 특성 및 협력 환경,연구 분야의 특성,"""네 세계 시장에서 경쟁하는 배터리 반도체 이런 게 아니니까 조금 그런 면에서는 합의하기도 어렵지만 합의 안 해도 큰 문제는 없더라 그렇게 좀 처리가 되는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""이게 한때 혁신법 하면서, 다시 외국 기관한테 국가 R&D 비용이 지급되지 못하는 어떤 그런 부분들이 있거든요."" ""그러다가 이제 지난번 이제 지난 정권 때 이제 국가 R&D는 줄어들었는데 국제 협력을 하라고 하다 보니까 부랴부랴 각 부처별로 어떤 그런 R&D 이제 할 때 국제 협력 부분이 들어가 있으면 가점이 있다라는 형태로 하다 보니까""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""외국 기관에다가 국가 R&D 비용이 지급되는 게 아마 금지가 돼서 모든 국제 협력들이 많이 끊겼죠."" ""ODA 성 그런 과제들은 진행이 됐었는데 예전처럼 위탁으로 주거나 아니면 공동 기관으로 참여를 하거나 이런 것들이 중단됐다가 최근에 다시 부활하기 시작했었죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""그래서 이제 VIP는 국제 협력하라고 하는데 다 실제 담당 부서에서는 그게 안 된다라고 해서 좀 혼선이 있었는데 일단 기조가 많이 이제 과기부에서 이제 그런 부분들을 좀 이렇게 많이 길을 터놔서 이제 국제 협력도 이제 할 수도 있고 위탁도 참여를 하고 있고 그런 상황입니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,정책의 비일관성 및 불안정성,"""왜냐하면 이게 남북한 인프라가 문재인 정부 때 나와가지고 그때 철도 있고 막 이렇게 해서 좀 굉장히 무드를 탔었잖아요."" ""근데 이제 윤석열 정부 넘어가면서 스톱이 되고 지금은 약간 또 다시 데탈트가 있으니까 어떻게 될지 모르는데""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""국제 협력 같은 경우는 이제 아까도 말씀드렸듯이 지금 사실 이제 단주년으로 지원되는 어떤 그런 형태의 과제들이 많고요."" ""단기 조금 장기적으로 좀 지연될 수 있는 어떤 그런 부분들이 있어야 되는데 단타로 지원되는 그런 형태의 과제들도 많아서 그런 좀 연장성에 대한 연속성에 대한 좀 어려움이 있긴 합니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""어쨌든 사실 이게 아까 초기에 그런 얘기를 했지만 정부가 뭔가를 주도를 하면 정부는 이제 어떤 자기 정부의 그런 임기의 어떤 성과를 내야 되고 그런 걸 이제 푸시를 해서 하고 싶단 말이죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""상대적으로 그러니까 사실 이렇게 과제의 기간을 우리나라처럼 이렇게 타이트하게 잡아놓으면 성과 눈에 보이는 성과를 위해서 아시잖아요."" ""과제 다 써놓고 이거 성과 SCI 한 경내야 돼 이런거 다 낼 거 계산해놓고 하는 거지 그걸 하면서 나오는 성과는 한 5년 뒤에 이렇게 나오는 거거든요."" ""그러니까 사실 이 괴리가 되게 커요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""지금 이제 우리 실장님이 주관하시는 이 적립금 사업으로 진행되는 국제 공동 예측 연구는 단면 과제 1년밖에 못하는 것이다 보니까 면역성이 조금 떨어지는 부분이 있어요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""그다음에 인건비를 또 잡을 수가 없어요."" ""이런 정기금사업은 인건비를 못 잡기 때문에 예를 들어서 메리트가 없는 그런 상황이 생길 수도 있고요."" ""그다음에 우리 ODA 사업 같은 거 있잖아요. ODA 사업 같은 경우도 우리가 간접비가 너무 적어요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""그다음에 아까 이제 호라진 이유가 돼도 실질적으로 대부분의 연구비가 생각보다 크지는 않잖아요."" ""차비 인건비하고 그다음에 이제 출장비 정도만 아마 거의 지원받고 직접비는 거의 없어요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""그다음에 국제 협력을 하려고 하면은 결국 상대 기관에 대한 정보 같은 게 많이 필요한데 이런 정보들이 조금 한정이 돼 있다 보니까 이러한 부분들의 어려움""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""근데 이제 만약에 예를 들어서 외국 기관이 우리나라 플랫폼을 쓴다 그러면 조금 쉽지 않을 우리 그렇죠 복잡하죠."" ""우리나라 등록하고 이런 인증하고 너무 복잡해서 (...) 이거 깔아야 되고 옷이 다 깔아야 된다고 하면 엄청 복잡하더라고요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""참여연구원으로 이제 막 이렇게 들어오고 NRF까지 같이 그런데 그러면은 그 사람들을 다 등록하고 이 그래서 그분들이 이제 kri를 만들어야 되고 계정을 그래서 그거를 제가 알기로는 사실상 한국계 교수들밖에 못 한다고 하더라고요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""IP는 사실 제가 이제 여러 번 해보니까 이게 쉽지 않더라고 (...) 결국은 IP를 공동으로 한 사례는 거의 없습니다."" ""거의 없고 그냥 이렇게 처음에는 그냥 잘 모르고 이거 한번 해보면 되지 하고 했다가 다들 이제 그 마음의 상처를 좀 입고 그다음부터 이제 아예 서로 이제 이거 우리가 하지""",,,,,,,,,,,,,,,,,,,,,,
